,property_id,check_in_date,room_id,successful_bookings,capacity,mmm yy,week no,occupancy_rate,property_name,is_weekend
2719,18561,2022-05-28,RT1,31,33,May 22,22,94.0,Atliq Blu,1
2720,18562,2022-05-28,RT1,32,38,May 22,22,84.0,Atliq Bay,1
2721,18563,2022-05-28,RT1,19,27,May 22,22,70.0,Atliq Palace,1
2722,19559,2022-05-28,RT1,18,24,May 22,22,75.0,Atliq Exotica,1
2723,19561,2022-05-28,RT1,26,36,May 22,22,72.0,Atliq Blu,1
2724,17564,2022-05-28,RT1,9,16,May 22,22,56.0,Atliq Seasons,1
2725,19562,2022-05-28,RT2,23,23,May 22,22,100.0,Atliq Bay,1
2726,18563,2022-05-28,RT2,20,29,May 22,22,69.0,Atliq Palace,1
2727,17561,2022-05-28,RT2,32,36,May 22,22,89.0,Atliq Blu,1
2728,17558,2022-05-28,RT2,36,50,May 22,22,72.0,Atliq Grands,1
2729,16562,2022-05-28,RT2,33,43,May 22,22,77.0,Atliq Bay,1
2730,16561,2022-05-28,RT2,23,24,May 22,22,96.0,Atliq Blu,1
2731,16558,2022-05-28,RT2,19,22,May 22,22,86.0,Atliq Grands,1
2732,19560,2022-05-28,RT2,33,38,May 22,22,87.0,Atliq City,1
2733,16563,2022-05-28,RT2,31,38,May 22,22,82.0,Atliq Palace,1
2734,16559,2022-05-28,RT2,36,41,May 22,22,88.0,Atliq Exotica,1
2735,19559,2022-05-28,RT2,30,41,May 22,22,73.0,Atliq Exotica,1
2736,19558,2022-05-28,RT2,25,39,May 22,22,64.0,Atliq Grands,1
2737,17559,2022-05-28,RT2,38,39,May 22,22,97.0,Atliq Exotica,1
2738,16560,2022-05-28,RT2,27,34,May 22,22,79.0,Atliq City,1
2739,18562,2022-05-28,RT2,31,34,May 22,22,91.0,Atliq Bay,1
2740,18559,2022-05-28,RT2,27,44,May 22,22,61.0,Atliq Exotica,1
2741,17563,2022-05-28,RT2,40,44,May 22,22,91.0,Atliq Palace,1
2742,17562,2022-05-28,RT2,17,30,May 22,22,57.0,Atliq Bay,1
2743,18558,2022-05-28,RT2,23,30,May 22,22,77.0,Atliq Grands,1
2744,17564,2022-05-28,RT2,24,40,May 22,22,60.0,Atliq Seasons,1
2745,18561,2022-05-28,RT2,34,40,May 22,22,85.0,Atliq Blu,1
2746,18560,2022-05-28,RT2,33,40,May 22,22,82.0,Atliq City,1
2747,17560,2022-05-28,RT2,34,45,May 22,22,76.0,Atliq City,1
2748,19561,2022-05-28,RT2,31,45,May 22,22,69.0,Atliq Blu,1
2749,19563,2022-05-28,RT2,35,45,May 22,22,78.0,Atliq Palace,1
2750,19563,2022-05-28,RT3,22,29,May 22,22,76.0,Atliq Palace,1
2751,19562,2022-05-28,RT3,26,29,May 22,22,90.0,Atliq Bay,1
2752,19561,2022-05-28,RT3,20,29,May 22,22,69.0,Atliq Blu,1
2753,18562,2022-05-28,RT3,27,29,May 22,22,93.0,Atliq Bay,1
2754,17558,2022-05-28,RT3,22,27,May 22,22,81.0,Atliq Grands,1
2755,17562,2022-05-28,RT3,18,27,May 22,22,67.0,Atliq Bay,1
2756,19559,2022-05-28,RT3,19,27,May 22,22,70.0,Atliq Exotica,1
2757,16559,2022-05-28,RT3,31,32,May 22,22,97.0,Atliq Exotica,1
2758,17560,2022-05-28,RT3,18,25,May 22,22,72.0,Atliq City,1
2759,18561,2022-05-28,RT3,24,25,May 22,22,96.0,Atliq Blu,1
2760,16561,2022-05-28,RT3,20,21,May 22,22,95.0,Atliq Blu,1
2761,16563,2022-05-28,RT3,17,20,May 22,22,85.0,Atliq Palace,1
2762,17561,2022-05-28,RT3,17,19,May 22,22,89.0,Atliq Blu,1
2763,18558,2022-05-28,RT3,19,26,May 22,22,73.0,Atliq Grands,1
2764,18560,2022-05-28,RT3,24,24,May 22,22,100.0,Atliq City,1
2765,18563,2022-05-28,RT3,16,23,May 22,22,70.0,Atliq Palace,1
2766,19560,2022-05-28,RT3,17,19,May 22,22,89.0,Atliq City,1
2767,17563,2022-05-28,RT3,15,16,May 22,22,94.0,Atliq Palace,1
2768,17564,2022-05-28,RT3,15,24,May 22,22,62.0,Atliq Seasons,1
2769,16558,2022-05-28,RT3,8,8,May 22,22,100.0,Atliq Grands,1
2770,18559,2022-05-28,RT3,13,23,May 22,22,57.0,Atliq Exotica,1
2771,19558,2022-05-28,RT3,13,21,May 22,22,62.0,Atliq Grands,1
2772,16560,2022-05-28,RT3,14,20,May 22,22,70.0,Atliq City,1
2773,16562,2022-05-28,RT3,14,18,May 22,22,78.0,Atliq Bay,1
2774,17559,2022-05-28,RT3,14,16,May 22,22,88.0,Atliq Exotica,1
2775,19559,2022-05-28,RT4,2,3,May 22,22,67.0,Atliq Exotica,1
2776,17561,2022-05-28,RT4,4,4,May 22,22,100.0,Atliq Blu,1
2777,16560,2022-05-28,RT4,5,7,May 22,22,71.0,Atliq City,1
2778,16562,2022-05-28,RT4,5,6,May 22,22,83.0,Atliq Bay,1
2779,17558,2022-05-28,RT4,5,6,May 22,22,83.0,Atliq Grands,1
2780,19558,2022-05-28,RT4,5,7,May 22,22,71.0,Atliq Grands,1
2781,19561,2022-05-28,RT4,5,7,May 22,22,71.0,Atliq Blu,1
2782,19563,2022-05-28,RT4,5,6,May 22,22,83.0,Atliq Palace,1
2783,16561,2022-05-28,RT4,9,10,May 22,22,90.0,Atliq Blu,1
2784,17560,2022-05-28,RT4,9,13,May 22,22,69.0,Atliq City,1
2785,18561,2022-05-28,RT4,9,9,May 22,22,100.0,Atliq Blu,1
2786,17564,2022-05-28,RT4,10,17,May 22,22,59.0,Atliq Seasons,1
2787,18560,2022-05-28,RT4,13,15,May 22,22,87.0,Atliq City,1
2788,19560,2022-05-28,RT4,15,16,May 22,22,94.0,Atliq City,1
2789,18559,2022-05-28,RT4,12,19,May 22,22,63.0,Atliq Exotica,1
2790,17563,2022-05-28,RT4,17,19,May 22,22,89.0,Atliq Palace,1
2791,19562,2022-05-28,RT4,14,14,May 22,22,100.0,Atliq Bay,1
2792,17559,2022-05-28,RT4,13,14,May 22,22,93.0,Atliq Exotica,1
2793,18558,2022-05-28,RT4,13,20,May 22,22,65.0,Atliq Grands,1
2794,18562,2022-05-28,RT4,19,20,May 22,22,95.0,Atliq Bay,1
2795,18563,2022-05-28,RT4,13,18,May 22,22,72.0,Atliq Palace,1
2796,16563,2022-05-28,RT4,16,18,May 22,22,89.0,Atliq Palace,1
2797,16559,2022-05-28,RT4,18,18,May 22,22,100.0,Atliq Exotica,1
2798,17562,2022-05-28,RT4,3,6,May 22,22,50.0,Atliq Bay,1
2799,16558,2022-05-28,RT4,3,3,May 22,22,100.0,Atliq Grands,1
2800,16559,2022-05-29,RT1,23,30,May 22,23,77.0,Atliq Exotica,1
2801,18560,2022-05-29,RT1,25,30,May 22,23,83.0,Atliq City,1
2802,19562,2022-05-29,RT1,22,30,May 22,23,73.0,Atliq Bay,1
2803,19563,2022-05-29,RT1,19,30,May 22,23,63.0,Atliq Palace,1
2804,17558,2022-05-29,RT1,12,19,May 22,23,63.0,Atliq Grands,1
2805,16558,2022-05-29,RT1,14,19,May 22,23,74.0,Atliq Grands,1
2806,17560,2022-05-29,RT1,22,40,May 22,23,55.0,Atliq City,1
2807,19558,2022-05-29,RT1,19,40,May 22,23,48.0,Atliq Grands,1
2808,19560,2022-05-29,RT1,22,26,May 22,23,85.0,Atliq City,1
2809,17561,2022-05-29,RT1,19,26,May 22,23,73.0,Atliq Blu,1
2810,16560,2022-05-29,RT1,20,34,May 22,23,59.0,Atliq City,1
2811,16561,2022-05-29,RT1,11,18,May 22,23,61.0,Atliq Blu,1
2812,16562,2022-05-29,RT1,17,31,May 22,23,55.0,Atliq Bay,1
2813,16563,2022-05-29,RT1,34,41,May 22,23,83.0,Atliq Palace,1
2814,17559,2022-05-29,RT1,22,32,May 22,23,69.0,Atliq Exotica,1
2815,17562,2022-05-29,RT1,9,20,May 22,23,45.0,Atliq Bay,1
2816,17563,2022-05-29,RT1,17,25,May 22,23,68.0,Atliq Palace,1
2817,18558,2022-05-29,RT1,8,15,May 22,23,53.0,Atliq Grands,1
2818,18559,2022-05-29,RT1,20,42,May 22,23,48.0,Atliq Exotica,1
2819,18561,2022-05-29,RT1,26,33,May 22,23,79.0,Atliq Blu,1
2820,18562,2022-05-29,RT1,32,38,May 22,23,84.0,Atliq Bay,1
2821,18563,2022-05-29,RT1,17,27,May 22,23,63.0,Atliq Palace,1
2822,19559,2022-05-29,RT1,15,24,May 22,23,62.0,Atliq Exotica,1
2823,19561,2022-05-29,RT1,23,36,May 22,23,64.0,Atliq Blu,1
2824,17564,2022-05-29,RT1,8,16,May 22,23,50.0,Atliq Seasons,1
2825,19562,2022-05-29,RT2,19,23,May 22,23,83.0,Atliq Bay,1
2826,18563,2022-05-29,RT2,16,29,May 22,23,55.0,Atliq Palace,1
2827,17561,2022-05-29,RT2,27,36,May 22,23,75.0,Atliq Blu,1
2828,17558,2022-05-29,RT2,34,50,May 22,23,68.0,Atliq Grands,1
2829,16562,2022-05-29,RT2,25,43,May 22,23,58.0,Atliq Bay,1
2830,16561,2022-05-29,RT2,19,24,May 22,23,79.0,Atliq Blu,1
2831,16558,2022-05-29,RT2,16,22,May 22,23,73.0,Atliq Grands,1
2832,19560,2022-05-29,RT2,31,38,May 22,23,82.0,Atliq City,1
2833,16563,2022-05-29,RT2,27,38,May 22,23,71.0,Atliq Palace,1
2834,16559,2022-05-29,RT2,31,41,May 22,23,76.0,Atliq Exotica,1
2835,19559,2022-05-29,RT2,28,41,May 22,23,68.0,Atliq Exotica,1
2836,19558,2022-05-29,RT2,19,39,May 22,23,49.0,Atliq Grands,1
2837,17559,2022-05-29,RT2,33,39,May 22,23,85.0,Atliq Exotica,1
2838,16560,2022-05-29,RT2,19,34,May 22,23,56.0,Atliq City,1
2839,18562,2022-05-29,RT2,28,34,May 22,23,82.0,Atliq Bay,1
2840,18559,2022-05-29,RT2,25,44,May 22,23,57.0,Atliq Exotica,1
2841,17563,2022-05-29,RT2,30,44,May 22,23,68.0,Atliq Palace,1
2842,17562,2022-05-29,RT2,14,30,May 22,23,47.0,Atliq Bay,1
2843,18558,2022-05-29,RT2,20,30,May 22,23,67.0,Atliq Grands,1
2844,17564,2022-05-29,RT2,21,40,May 22,23,52.0,Atliq Seasons,1
2845,18561,2022-05-29,RT2,27,40,May 22,23,68.0,Atliq Blu,1
2846,18560,2022-05-29,RT2,30,40,May 22,23,75.0,Atliq City,1
2847,17560,2022-05-29,RT2,27,45,May 22,23,60.0,Atliq City,1
2848,19561,2022-05-29,RT2,29,45,May 22,23,64.0,Atliq Blu,1
2849,19563,2022-05-29,RT2,27,45,May 22,23,60.0,Atliq Palace,1
2850,19563,2022-05-29,RT3,19,29,May 22,23,66.0,Atliq Palace,1
2851,19562,2022-05-29,RT3,20,29,May 22,23,69.0,Atliq Bay,1
2852,19561,2022-05-29,RT3,16,29,May 22,23,55.0,Atliq Blu,1
2853,18562,2022-05-29,RT3,24,29,May 22,23,83.0,Atliq Bay,1
2854,17558,2022-05-29,RT3,17,27,May 22,23,63.0,Atliq Grands,1
2855,17562,2022-05-29,RT3,13,27,May 22,23,48.0,Atliq Bay,1
2856,19559,2022-05-29,RT3,18,27,May 22,23,67.0,Atliq Exotica,1
2857,16559,2022-05-29,RT3,27,32,May 22,23,84.0,Atliq Exotica,1
2858,16558,2022-05-29,RT3,7,8,May 22,23,88.0,Atliq Grands,1
2859,17560,2022-05-29,RT3,17,25,May 22,23,68.0,Atliq City,1
2860,18561,2022-05-29,RT3,20,25,May 22,23,80.0,Atliq Blu,1
2861,16561,2022-05-29,RT3,17,21,May 22,23,81.0,Atliq Blu,1
2862,18558,2022-05-29,RT3,17,26,May 22,23,65.0,Atliq Grands,1
2863,18560,2022-05-29,RT3,18,24,May 22,23,75.0,Atliq City,1
2864,19560,2022-05-29,RT3,15,19,May 22,23,79.0,Atliq City,1
2865,17563,2022-05-29,RT3,13,16,May 22,23,81.0,Atliq Palace,1
2866,17564,2022-05-29,RT3,13,24,May 22,23,54.0,Atliq Seasons,1
2867,16563,2022-05-29,RT3,14,20,May 22,23,70.0,Atliq Palace,1
2868,17561,2022-05-29,RT3,14,19,May 22,23,74.0,Atliq Blu,1
2869,18563,2022-05-29,RT3,14,23,May 22,23,61.0,Atliq Palace,1
2870,16560,2022-05-29,RT3,11,20,May 22,23,55.0,Atliq City,1
2871,16562,2022-05-29,RT3,11,18,May 22,23,61.0,Atliq Bay,1
2872,17559,2022-05-29,RT3,11,16,May 22,23,69.0,Atliq Exotica,1
2873,18559,2022-05-29,RT3,11,23,May 22,23,48.0,Atliq Exotica,1
2874,19558,2022-05-29,RT3,11,21,May 22,23,52.0,Atliq Grands,1
2875,17562,2022-05-29,RT4,2,6,May 22,23,33.0,Atliq Bay,1
2876,19559,2022-05-29,RT4,2,3,May 22,23,67.0,Atliq Exotica,1
2877,17558,2022-05-29,RT4,4,6,May 22,23,67.0,Atliq Grands,1
2878,16560,2022-05-29,RT4,4,7,May 22,23,57.0,Atliq City,1
2879,19558,2022-05-29,RT4,4,7,May 22,23,57.0,Atliq Grands,1
2880,19561,2022-05-29,RT4,4,7,May 22,23,57.0,Atliq Blu,1
2881,16561,2022-05-29,RT4,8,10,May 22,23,80.0,Atliq Blu,1
2882,17560,2022-05-29,RT4,8,13,May 22,23,62.0,Atliq City,1
2883,18561,2022-05-29,RT4,7,9,May 22,23,78.0,Atliq Blu,1
2884,17564,2022-05-29,RT4,7,17,May 22,23,41.0,Atliq Seasons,1
2885,18560,2022-05-29,RT4,12,15,May 22,23,80.0,Atliq City,1
2886,19560,2022-05-29,RT4,10,16,May 22,23,62.0,Atliq City,1
2887,18559,2022-05-29,RT4,9,19,May 22,23,47.0,Atliq Exotica,1
2888,17563,2022-05-29,RT4,13,19,May 22,23,68.0,Atliq Palace,1
2889,19562,2022-05-29,RT4,9,14,May 22,23,64.0,Atliq Bay,1
2890,17559,2022-05-29,RT4,11,14,May 22,23,79.0,Atliq Exotica,1
2891,18558,2022-05-29,RT4,11,20,May 22,23,55.0,Atliq Grands,1
2892,18562,2022-05-29,RT4,15,20,May 22,23,75.0,Atliq Bay,1
2893,18563,2022-05-29,RT4,11,18,May 22,23,61.0,Atliq Palace,1
2894,16563,2022-05-29,RT4,12,18,May 22,23,67.0,Atliq Palace,1
2895,16559,2022-05-29,RT4,15,18,May 22,23,83.0,Atliq Exotica,1
2896,16562,2022-05-29,RT4,3,6,May 22,23,50.0,Atliq Bay,1
2897,19563,2022-05-29,RT4,3,6,May 22,23,50.0,Atliq Palace,1
2898,17561,2022-05-29,RT4,3,4,May 22,23,75.0,Atliq Blu,1
2899,16558,2022-05-29,RT4,3,3,May 22,23,100.0,Atliq Grands,1
2900,19563,2022-05-30,RT3,12,29,May 22,23,41.0,Atliq Palace,0
2901,18560,2022-05-30,RT1,15,30,May 22,23,50.0,Atliq City,0
2902,19562,2022-05-30,RT1,17,30,May 22,23,57.0,Atliq Bay,0
2903,19563,2022-05-30,RT1,13,30,May 22,23,43.0,Atliq Palace,0
2904,17558,2022-05-30,RT1,8,19,May 22,23,42.0,Atliq Grands,0
2905,16558,2022-05-30,RT1,10,19,May 22,23,53.0,Atliq Grands,0
2906,17560,2022-05-30,RT1,15,40,May 22,23,38.0,Atliq City,0
2907,19558,2022-05-30,RT1,17,40,May 22,23,42.0,Atliq Grands,0
2908,19560,2022-05-30,RT1,14,26,May 22,23,54.0,Atliq City,0
2909,17561,2022-05-30,RT1,14,26,May 22,23,54.0,Atliq Blu,0
2910,16560,2022-05-30,RT1,15,34,May 22,23,44.0,Atliq City,0
2911,16561,2022-05-30,RT1,9,18,May 22,23,50.0,Atliq Blu,0
2912,16562,2022-05-30,RT1,12,31,May 22,23,39.0,Atliq Bay,0
2913,16563,2022-05-30,RT1,20,41,May 22,23,49.0,Atliq Palace,0
2914,17559,2022-05-30,RT1,18,32,May 22,23,56.0,Atliq Exotica,0
2915,17562,2022-05-30,RT1,10,20,May 22,23,50.0,Atliq Bay,0
2916,17563,2022-05-30,RT1,11,25,May 22,23,44.0,Atliq Palace,0
2917,18558,2022-05-30,RT1,7,15,May 22,23,47.0,Atliq Grands,0
2918,18559,2022-05-30,RT1,16,42,May 22,23,38.0,Atliq Exotica,0
2919,18561,2022-05-30,RT1,17,33,May 22,23,52.0,Atliq Blu,0
2920,18562,2022-05-30,RT1,20,38,May 22,23,53.0,Atliq Bay,0
2921,18563,2022-05-30,RT1,11,27,May 22,23,41.0,Atliq Palace,0
2922,19559,2022-05-30,RT1,10,24,May 22,23,42.0,Atliq Exotica,0
2923,19561,2022-05-30,RT1,14,36,May 22,23,39.0,Atliq Blu,0
2924,17564,2022-05-30,RT1,7,16,May 22,23,44.0,Atliq Seasons,0
2925,19562,2022-05-30,RT2,12,23,May 22,23,52.0,Atliq Bay,0
2926,18563,2022-05-30,RT2,14,29,May 22,23,48.0,Atliq Palace,0
2927,17561,2022-05-30,RT2,22,36,May 22,23,61.0,Atliq Blu,0
2928,17558,2022-05-30,RT2,23,50,May 22,23,46.0,Atliq Grands,0
2929,16562,2022-05-30,RT2,16,43,May 22,23,37.0,Atliq Bay,0
2930,16561,2022-05-30,RT2,13,24,May 22,23,54.0,Atliq Blu,0
2931,16558,2022-05-30,RT2,11,22,May 22,23,50.0,Atliq Grands,0
2932,19560,2022-05-30,RT2,19,38,May 22,23,50.0,Atliq City,0
2933,16563,2022-05-30,RT2,20,38,May 22,23,53.0,Atliq Palace,0
2934,16559,2022-05-30,RT2,24,41,May 22,23,59.0,Atliq Exotica,0
2935,19559,2022-05-30,RT2,22,41,May 22,23,54.0,Atliq Exotica,0
2936,19558,2022-05-30,RT2,13,39,May 22,23,33.0,Atliq Grands,0
2937,17559,2022-05-30,RT2,21,39,May 22,23,54.0,Atliq Exotica,0
2938,16560,2022-05-30,RT2,12,34,May 22,23,35.0,Atliq City,0
2939,18562,2022-05-30,RT2,17,34,May 22,23,50.0,Atliq Bay,0
2940,18559,2022-05-30,RT2,18,44,May 22,23,41.0,Atliq Exotica,0
2941,17563,2022-05-30,RT2,20,44,May 22,23,45.0,Atliq Palace,0
2942,17562,2022-05-30,RT2,9,30,May 22,23,30.0,Atliq Bay,0
2943,18558,2022-05-30,RT2,12,30,May 22,23,40.0,Atliq Grands,0
2944,17564,2022-05-30,RT2,13,40,May 22,23,32.0,Atliq Seasons,0
2945,18561,2022-05-30,RT2,19,40,May 22,23,48.0,Atliq Blu,0
2946,18560,2022-05-30,RT2,22,40,May 22,23,55.0,Atliq City,0
2947,17560,2022-05-30,RT2,19,45,May 22,23,42.0,Atliq City,0
2948,19561,2022-05-30,RT2,16,45,May 22,23,36.0,Atliq Blu,0
2949,19563,2022-05-30,RT2,18,45,May 22,23,40.0,Atliq Palace,0
2950,16559,2022-05-30,RT1,14,30,May 22,23,47.0,Atliq Exotica,0
2951,19562,2022-05-30,RT3,13,29,May 22,23,45.0,Atliq Bay,0
2952,19561,2022-05-30,RT3,12,29,May 22,23,41.0,Atliq Blu,0
2953,18562,2022-05-30,RT3,14,29,May 22,23,48.0,Atliq Bay,0
2954,17558,2022-05-30,RT3,10,27,May 22,23,37.0,Atliq Grands,0
2955,17562,2022-05-30,RT3,9,27,May 22,23,33.0,Atliq Bay,0
2956,19559,2022-05-30,RT3,10,27,May 22,23,37.0,Atliq Exotica,0
2957,16559,2022-05-30,RT3,17,32,May 22,23,53.0,Atliq Exotica,0
2958,16558,2022-05-30,RT3,4,8,May 22,23,50.0,Atliq Grands,0
2959,18559,2022-05-30,RT3,7,23,May 22,23,30.0,Atliq Exotica,0
2960,16560,2022-05-30,RT3,8,20,May 22,23,40.0,Atliq City,0
2961,16562,2022-05-30,RT3,8,18,May 22,23,44.0,Atliq Bay,0
2962,17559,2022-05-30,RT3,8,16,May 22,23,50.0,Atliq Exotica,0
2963,17563,2022-05-30,RT3,8,16,May 22,23,50.0,Atliq Palace,0
2964,19558,2022-05-30,RT3,8,21,May 22,23,38.0,Atliq Grands,0
2965,17564,2022-05-30,RT3,8,24,May 22,23,33.0,Atliq Seasons,0
2966,18558,2022-05-30,RT3,13,26,May 22,23,50.0,Atliq Grands,0
2967,18561,2022-05-30,RT3,13,25,May 22,23,52.0,Atliq Blu,0
2968,19560,2022-05-30,RT3,9,19,May 22,23,47.0,Atliq City,0
2969,16563,2022-05-30,RT3,10,20,May 22,23,50.0,Atliq Palace,0
2970,17560,2022-05-30,RT3,12,25,May 22,23,48.0,Atliq City,0
2971,16561,2022-05-30,RT3,11,21,May 22,23,52.0,Atliq Blu,0
2972,17561,2022-05-30,RT3,11,19,May 22,23,58.0,Atliq Blu,0
2973,18560,2022-05-30,RT3,11,24,May 22,23,46.0,Atliq City,0
2974,18563,2022-05-30,RT3,11,23,May 22,23,48.0,Atliq Palace,0
2975,16560,2022-05-30,RT4,2,7,May 22,23,29.0,Atliq City,0
2976,17562,2022-05-30,RT4,2,6,May 22,23,33.0,Atliq Bay,0
2977,19563,2022-05-30,RT4,2,6,May 22,23,33.0,Atliq Palace,0
2978,16558,2022-05-30,RT4,2,3,May 22,23,67.0,Atliq Grands,0
2979,18561,2022-05-30,RT4,4,9,May 22,23,44.0,Atliq Blu,0
2980,17560,2022-05-30,RT4,5,13,May 22,23,38.0,Atliq City,0
2981,16561,2022-05-30,RT4,6,10,May 22,23,60.0,Atliq Blu,0
2982,17564,2022-05-30,RT4,6,17,May 22,23,35.0,Atliq Seasons,0
2983,19559,2022-05-30,RT4,1,3,May 22,23,33.0,Atliq Exotica,0
2984,18560,2022-05-30,RT4,9,15,May 22,23,60.0,Atliq City,0
2985,19560,2022-05-30,RT4,8,16,May 22,23,50.0,Atliq City,0
2986,18559,2022-05-30,RT4,6,19,May 22,23,32.0,Atliq Exotica,0
2987,17563,2022-05-30,RT4,10,19,May 22,23,53.0,Atliq Palace,0
2988,19562,2022-05-30,RT4,7,14,May 22,23,50.0,Atliq Bay,0
2989,17559,2022-05-30,RT4,8,14,May 22,23,57.0,Atliq Exotica,0
2990,18558,2022-05-30,RT4,9,20,May 22,23,45.0,Atliq Grands,0
2991,18562,2022-05-30,RT4,10,20,May 22,23,50.0,Atliq Bay,0
2992,18563,2022-05-30,RT4,8,18,May 22,23,44.0,Atliq Palace,0
2993,16563,2022-05-30,RT4,10,18,May 22,23,56.0,Atliq Palace,0
2994,16559,2022-05-30,RT4,9,18,May 22,23,50.0,Atliq Exotica,0
2995,16562,2022-05-30,RT4,3,6,May 22,23,50.0,Atliq Bay,0
2996,17558,2022-05-30,RT4,3,6,May 22,23,50.0,Atliq Grands,0
2997,19558,2022-05-30,RT4,3,7,May 22,23,43.0,Atliq Grands,0
2998,19561,2022-05-30,RT4,3,7,May 22,23,43.0,Atliq Blu,0
2999,17561,2022-05-30,RT4,3,4,May 22,23,75.0,Atliq Blu,0
3000,16559,2022-05-31,RT1,16,30,May 22,23,53.0,Atliq Exotica,0
3001,19562,2022-05-31,RT1,15,30,May 22,23,50.0,Atliq Bay,0
3002,19563,2022-05-31,RT1,13,30,May 22,23,43.0,Atliq Palace,0
3003,17558,2022-05-31,RT1,10,19,May 22,23,53.0,Atliq Grands,0
3004,16558,2022-05-31,RT1,10,19,May 22,23,53.0,Atliq Grands,0
3005,17560,2022-05-31,RT1,18,40,May 22,23,45.0,Atliq City,0
3006,19558,2022-05-31,RT1,14,40,May 22,23,35.0,Atliq Grands,0
3007,19560,2022-05-31,RT1,12,26,May 22,23,46.0,Atliq City,0
3008,17561,2022-05-31,RT1,15,26,May 22,23,58.0,Atliq Blu,0
3009,16560,2022-05-31,RT1,16,34,May 22,23,47.0,Atliq City,0
3010,16561,2022-05-31,RT1,9,18,May 22,23,50.0,Atliq Blu,0
3011,16562,2022-05-31,RT1,12,31,May 22,23,39.0,Atliq Bay,0
3012,16563,2022-05-31,RT1,20,41,May 22,23,49.0,Atliq Palace,0
3013,17559,2022-05-31,RT1,14,32,May 22,23,44.0,Atliq Exotica,0
3014,17562,2022-05-31,RT1,6,20,May 22,23,30.0,Atliq Bay,0
3015,17563,2022-05-31,RT1,15,25,May 22,23,60.0,Atliq Palace,0
3016,18558,2022-05-31,RT1,6,15,May 22,23,40.0,Atliq Grands,0
3017,18559,2022-05-31,RT1,15,42,May 22,23,36.0,Atliq Exotica,0
3018,18561,2022-05-31,RT1,18,33,May 22,23,55.0,Atliq Blu,0
3019,18562,2022-05-31,RT1,22,38,May 22,23,58.0,Atliq Bay,0
3020,18563,2022-05-31,RT1,12,27,May 22,23,44.0,Atliq Palace,0
3021,19559,2022-05-31,RT1,9,24,May 22,23,38.0,Atliq Exotica,0
3022,19561,2022-05-31,RT1,12,36,May 22,23,33.0,Atliq Blu,0
3023,17564,2022-05-31,RT1,5,16,May 22,23,31.0,Atliq Seasons,0
3024,19562,2022-05-31,RT2,11,23,May 22,23,48.0,Atliq Bay,0
3025,18563,2022-05-31,RT2,13,29,May 22,23,45.0,Atliq Palace,0
3026,17561,2022-05-31,RT2,18,36,May 22,23,50.0,Atliq Blu,0
3027,17558,2022-05-31,RT2,18,50,May 22,23,36.0,Atliq Grands,0
3028,16562,2022-05-31,RT2,20,43,May 22,23,47.0,Atliq Bay,0
3029,16561,2022-05-31,RT2,12,24,May 22,23,50.0,Atliq Blu,0
3030,16558,2022-05-31,RT2,12,22,May 22,23,55.0,Atliq Grands,0
3031,19560,2022-05-31,RT2,21,38,May 22,23,55.0,Atliq City,0
3032,16563,2022-05-31,RT2,17,38,May 22,23,45.0,Atliq Palace,0
3033,16559,2022-05-31,RT2,25,41,May 22,23,61.0,Atliq Exotica,0
3034,19559,2022-05-31,RT2,20,41,May 22,23,49.0,Atliq Exotica,0
3035,19558,2022-05-31,RT2,14,39,May 22,23,36.0,Atliq Grands,0
3036,17559,2022-05-31,RT2,22,39,May 22,23,56.0,Atliq Exotica,0
3037,16560,2022-05-31,RT2,12,34,May 22,23,35.0,Atliq City,0
3038,18562,2022-05-31,RT2,20,34,May 22,23,59.0,Atliq Bay,0
3039,18559,2022-05-31,RT2,14,44,May 22,23,32.0,Atliq Exotica,0
3040,17563,2022-05-31,RT2,27,44,May 22,23,61.0,Atliq Palace,0
3041,17562,2022-05-31,RT2,11,30,May 22,23,37.0,Atliq Bay,0
3042,18558,2022-05-31,RT2,14,30,May 22,23,47.0,Atliq Grands,0
3043,17564,2022-05-31,RT2,13,40,May 22,23,32.0,Atliq Seasons,0
3044,18561,2022-05-31,RT2,23,40,May 22,23,58.0,Atliq Blu,0
3045,18560,2022-05-31,RT2,18,40,May 22,23,45.0,Atliq City,0
3046,17560,2022-05-31,RT2,20,45,May 22,23,44.0,Atliq City,0
3047,19561,2022-05-31,RT2,20,45,May 22,23,44.0,Atliq Blu,0
3048,19563,2022-05-31,RT2,18,45,May 22,23,40.0,Atliq Palace,0
3049,19563,2022-05-31,RT3,10,29,May 22,23,34.0,Atliq Palace,0
3050,18560,2022-05-31,RT1,12,30,May 22,23,40.0,Atliq City,0
3051,19562,2022-05-31,RT3,14,29,May 22,23,48.0,Atliq Bay,0
3052,19561,2022-05-31,RT3,11,29,May 22,23,38.0,Atliq Blu,0
3053,18562,2022-05-31,RT3,13,29,May 22,23,45.0,Atliq Bay,0
3054,17558,2022-05-31,RT3,11,27,May 22,23,41.0,Atliq Grands,0
3055,17562,2022-05-31,RT3,9,27,May 22,23,33.0,Atliq Bay,0
3056,19559,2022-05-31,RT3,10,27,May 22,23,37.0,Atliq Exotica,0
3057,16559,2022-05-31,RT3,16,32,May 22,23,50.0,Atliq Exotica,0
3058,16558,2022-05-31,RT3,4,8,May 22,23,50.0,Atliq Grands,0
3059,16562,2022-05-31,RT3,7,18,May 22,23,39.0,Atliq Bay,0
